Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Square Meters
392004,1,1/27/2016,20160201,401785,0,2118,3,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,5/14/1994,Contoso Coffee Maker 12C M1000 Black,Contoso,Black,$204.64 ,$445.00 ,805,Coffee Machines,8,Home Appliances,0
392004,2,1/27/2016,20160201,401785,0,1441,2,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,5/14/1994,The Phone Company Touch Screen Phones - LCD M12 Grey,The Phone Company,Grey,$91.97 ,$200.00 ,503,Touch Screen Phones,5,Cell phones,0
392004,3,1/27/2016,20160201,401785,0,1449,2,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,5/14/1994,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Gold,$137.96 ,$300.00 ,503,Touch Screen Phones,5,Cell phones,0
392004,4,1/27/2016,20160201,401785,0,1698,1,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,5/14/1994,SV Hand Games for students E40 Red,Southridge Video,Red,$3.56 ,$6.99 ,701,Boxed Games,7,Games and Toys,0
392004,5,1/27/2016,20160201,401785,0,2006,1,EUR,Female,Katrin Eiffel,Niederstotzingen,BW,Baden-Württemberg,89168,Germany,Europe,5/14/1994,Fabrikam Microwave 0.8CuFt E0800 Red,Fabrikam,Red,$48.43 ,$94.99 ,803,Microwaves,8,Home Appliances,0
393004,1,1/28/2016,20160209,2007813,0,415,3,USD,Male,Dawid Robertson,Rutherfordton,NC,North Carolina,28139,United States,North America,7/8/1971,Proseware Laptop8.9 E089 White,Proseware,White,$166.20 ,$326.00 ,301,Laptops,3,Computers,0
393004,2,1/28/2016,20160209,2007813,0,1629,1,USD,Male,Dawid Robertson,Rutherfordton,NC,North Carolina,28139,United States,North America,7/8/1971,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Black,$5.09 ,$9.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
393010,1,1/28/2016,20160206,313968,0,1616,7,CAD,Male,Christopher Kemp,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,5/19/1966,Contoso DVD Player M100 Black,Contoso,Black,$26.21 ,$56.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
393010,2,1/28/2016,20160206,313968,0,1477,2,CAD,Male,Christopher Kemp,Burnaby,BC,British Columbia,V5B 3C9,Canada,North America,5/19/1966,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Black,$122.78 ,$267.00 ,504,Smart phones & PDAs,5,Cell phones,0
394000,1,1/29/2016,20160209,1736019,0,979,1,USD,Male,Reed Flatt,New Albany,IN,Indiana,47150,United States,North America,9/1/1941,A. Datum Consumer Digital Camera E100 Pink,A. Datum,Pink,$143.26 ,$281.00 ,401,Digital Cameras,4,Cameras and camcorders,0
394000,2,1/29/2016,20160209,1736019,0,113,4,USD,Male,Reed Flatt,New Albany,IN,Indiana,47150,United States,North America,9/1/1941,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,$82.83 ,$249.99 ,106,Bluetooth Headphones,1,Audio,0
397002,1,2/1/2016,20160209,1348253,0,1607,2,USD,Male,Joseph Brown,Garner,NC,North Carolina,27529,United States,North America,6/28/1960,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
397002,2,2/1/2016,20160209,1348253,0,97,2,USD,Male,Joseph Brown,Garner,NC,North Carolina,27529,United States,North America,6/28/1960,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,$34.36 ,$67.40 ,106,Bluetooth Headphones,1,Audio,0
397002,3,2/1/2016,20160209,1348253,0,2012,2,USD,Male,Joseph Brown,Garner,NC,North Carolina,27529,United States,North America,6/28/1960,Fabrikam Microwave 0.8CuFt E0800 Black,Fabrikam,Black,$48.43 ,$94.99 ,803,Microwaves,8,Home Appliances,0
397004,1,2/1/2016,20160210,1866421,0,123,2,USD,Female,Melanie Ward,San Ramon,CA,California,94583,United States,North America,1/22/1958,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,$128.76 ,$279.99 ,201,Televisions,2,TV and Video,0
397004,2,2/1/2016,20160210,1866421,0,625,1,USD,Female,Melanie Ward,San Ramon,CA,California,94583,United States,North America,1/22/1958,WWI Projector 720p DLP56 White,Wide World Importers,White,$459.40 ,$999.00 ,305,Projectors & Screens,3,Computers,0
397004,3,2/1/2016,20160210,1866421,0,1641,4,USD,Female,Melanie Ward,San Ramon,CA,California,94583,United States,North America,1/22/1958,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Red,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
399004,1,2/3/2016,20160211,822698,0,1058,3,EUR,Female,Jacobine van Lambalgen,Groessen,GE,Gelderland,6923 DB,Netherlands,Europe,4/25/1981,A. Datum SLR Camera M138 Silver Grey,A. Datum,Silver Grey,$143.48 ,$312.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
400006,1,2/4/2016,20160210,1996959,0,1284,3,USD,Female,Antonija Horvat,Lock Haven,PA,Pennsylvania,17745,United States,North America,3/28/1981,Contoso Mini Battery Charger Kit E320 Black,Contoso,Black,$12.74 ,$24.99 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
400010,1,2/4/2016,20160210,606808,0,1746,8,EUR,Male,Marlon Pellerin,CERGY,IL,Île-de-France,95800,France,Europe,1/18/1994,MGS Zoo Tycoon Dinosaur Digs X200,Tailspin Toys,Black,$36.11 ,$109.00 ,702,Download Games,7,Games and Toys,0
400010,2,2/4/2016,20160210,606808,0,1664,3,EUR,Male,Marlon Pellerin,CERGY,IL,Île-de-France,95800,France,Europe,1/18/1994,MGS Hand Games women M400 Yellow,Tailspin Toys,Yellow,$4.13 ,$8.99 ,701,Boxed Games,7,Games and Toys,0
400010,3,2/4/2016,20160210,606808,0,965,3,EUR,Male,Marlon Pellerin,CERGY,IL,Île-de-France,95800,France,Europe,1/18/1994,A. Datum Consumer Digital Camera E100 Grey,A. Datum,Grey,$143.26 ,$281.00 ,401,Digital Cameras,4,Cameras and camcorders,0
402010,1,2/6/2016,20160213,1653624,0,974,3,USD,Male,Richard Turner,Nashville,TN,Tennessee,37211,United States,North America,1/21/1946,A. Datum Slim Digital Camera M180 Pink,A. Datum,Pink,$68.06 ,$148.00 ,401,Digital Cameras,4,Cameras and camcorders,0
404005,1,2/8/2016,20160216,295597,0,491,1,CAD,Male,Ralph Martin,Winnipeg,MB,Manitoba,P3C 0C4,Canada,North America,10/31/1967,Adventure Works LCD22 M200 Black,Adventure Works,Black,$205.09 ,$619.00 ,304,Monitors,3,Computers,0
404005,2,2/8/2016,20160216,295597,0,1456,5,CAD,Male,Ralph Martin,Winnipeg,MB,Manitoba,P3C 0C4,Canada,North America,10/31/1967,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,Gold,$138.42 ,$301.00 ,503,Touch Screen Phones,5,Cell phones,0
405005,1,2/9/2016,20160215,39894,0,1608,8,AUD,Female,Samantha Begg,JUNEE,NSW,New South Wales,2663,Australia,Australia,2/26/1941,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
406001,1,2/10/2016,20160215,1610147,0,1684,5,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,MGS Hand Games for Office worker L299 Silver,Tailspin Toys,Silver,$5.60 ,$16.89 ,701,Boxed Games,7,Games and Toys,0
406001,2,2/10/2016,20160215,1610147,0,100,2,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,$55.18 ,$120.00 ,106,Bluetooth Headphones,1,Audio,0
406001,3,2/10/2016,20160215,1610147,0,1500,3,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Pink,$65.77 ,$129.00 ,504,Smart phones & PDAs,5,Cell phones,0
406001,4,2/10/2016,20160215,1610147,0,430,3,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Brown,$137.63 ,$269.95 ,303,Desktops,3,Computers,0
406001,5,2/10/2016,20160215,1610147,0,2099,1,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,$131.28 ,$257.50 ,804,Water Heaters,8,Home Appliances,0
406001,6,2/10/2016,20160215,1610147,0,450,1,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,$304.48 ,$919.00 ,303,Desktops,3,Computers,0
406001,7,2/10/2016,20160215,1610147,0,452,2,USD,Female,Elizabeth Gilliam,Springfield,MA,Massachusetts,1103,United States,North America,1/3/1965,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,$112.14 ,$219.95 ,303,Desktops,3,Computers,0
406007,1,2/10/2016,20160220,1451764,0,1602,2,USD,Male,Richard Lane,Miami Springs,FL,Florida,33166,United States,North America,12/11/1977,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Black,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
407002,1,2/11/2016,20160216,1342915,0,1092,8,USD,Female,Maryann Edmonds,Southfield,MI,Michigan,48075,United States,North America,9/22/1988,Contoso SLR Camera X144 Gold,Contoso,Gold,$222.98 ,$673.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
407010,1,2/11/2016,20160214,1380756,0,1580,1,USD,Male,Owen Miller,Grand Rapids,MI,Michigan,49546,United States,North America,12/9/1978,SV DVD Recorder L230 Grey,Southridge Video,Grey,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
407010,2,2/11/2016,20160214,1380756,0,2083,6,USD,Male,Owen Miller,Grand Rapids,MI,Michigan,49546,United States,North America,12/9/1978,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Black,$50.98 ,$99.99 ,803,Microwaves,8,Home Appliances,0
407010,3,2/11/2016,20160214,1380756,0,1693,2,USD,Male,Owen Miller,Grand Rapids,MI,Michigan,49546,United States,North America,12/9/1978,SV Hand Games men M30 Black,Southridge Video,Black,$3.16 ,$6.88 ,701,Boxed Games,7,Games and Toys,0
409001,1,2/13/2016,20160217,1856221,0,2094,2,USD,Female,Stephanie Moore,Folsom,CA,California,95630,United States,North America,5/5/1947,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Blue,$131.28 ,$257.50 ,804,Water Heaters,8,Home Appliances,0
409001,2,2/13/2016,20160217,1856221,0,161,7,USD,Female,Stephanie Moore,Folsom,CA,California,95630,United States,North America,5/5/1947,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Silver,$527.53 ,"$1,592.20 ",201,Televisions,2,TV and Video,0
409001,3,2/13/2016,20160217,1856221,0,1598,3,USD,Female,Stephanie Moore,Folsom,CA,California,95630,United States,North America,5/5/1947,SV DVD External DVD Burner M200 Grey,Southridge Video,Grey,$26.62 ,$57.88 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
409001,4,2/13/2016,20160217,1856221,0,2109,3,USD,Female,Stephanie Moore,Folsom,CA,California,95630,United States,North America,5/5/1947,Contoso Water Heater 1.5GPM E0800 Grey,Contoso,Grey,$131.28 ,$257.50 ,804,Water Heaters,8,Home Appliances,0
409020,1,2/13/2016,20160224,250944,0,1977,1,CAD,Male,Dallas Hudson,Welland,ON,Ontario,L3B 3Z6,Canada,North America,3/1/1976,Litware Refrigerator 9.7CuFt M560 Orange,Litware,Orange,$226.71 ,$493.00 ,802,Refrigerators,8,Home Appliances,0
409021,1,2/13/2016,20160222,730203,0,1642,1,EUR,Male,Cupido Napolitano,Bienate,MI,Milano,20020,Italy,Europe,6/18/1936,Contoso DVD External DVD Burner M200 Black,Contoso,Black,$26.62 ,$57.88 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
409022,1,2/13/2016,20160225,944448,0,1850,4,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,NT Washer & Dryer 21in E2100 White,Northwind Traders,White,$815.68 ,"$1,599.90 ",801,Washers & Dryers,8,Home Appliances,0
411002,1,2/15/2016,20160225,1965605,0,1616,4,USD,Male,Charlie Davis,Squaw Gap,ND,North Dakota,59270,United States,North America,10/9/1965,Contoso DVD Player M100 Black,Contoso,Black,$26.21 ,$56.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
412002,1,2/16/2016,20160221,1845084,0,191,4,USD,Male,David Gilmore,Bluefield,WV,West Virginia,24701,United States,North America,12/12/2001,SV 8xDVD E140 Silver,Southridge Video,Silver,$33.65 ,$66.00 ,202,VCD & DVD,2,TV and Video,0
412005,1,2/16/2016,20160221,1838833,0,1271,1,USD,Male,Graham Fouche,Carsonville,MI,Michigan,48419,United States,North America,2/5/1954,Contoso Lens Cap Keeper E314 Yellow,Contoso,Yellow,$3.54 ,$6.95 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
412005,2,2/16/2016,20160221,1838833,0,2102,7,USD,Male,Graham Fouche,Carsonville,MI,Michigan,48419,United States,North America,2/5/1954,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,$363.75 ,$791.00 ,804,Water Heaters,8,Home Appliances,0
412005,3,2/16/2016,20160221,1838833,0,740,1,USD,Male,Graham Fouche,Carsonville,MI,Michigan,48419,United States,North America,2/5/1954,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,$82.17 ,$248.00 ,306,"Printers, Scanners & Fax",3,Computers,0
412005,4,2/16/2016,20160221,1838833,0,1098,1,USD,Male,Graham Fouche,Carsonville,MI,Michigan,48419,United States,North America,2/5/1954,Contoso SLR Camera M145 Pink,Contoso,Pink,$157.73 ,$343.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
413011,1,2/17/2016,20160226,246888,0,1637,5,CAD,Male,Joseph Bryant,Kirkland Lake,ON,Ontario,P2N 2G8,Canada,North America,3/29/1971,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
413011,2,2/17/2016,20160226,246888,0,1636,1,CAD,Male,Joseph Bryant,Kirkland Lake,ON,Ontario,P2N 2G8,Canada,North America,3/29/1971,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
413011,3,2/17/2016,20160226,246888,0,1586,7,CAD,Male,Joseph Bryant,Kirkland Lake,ON,Ontario,P2N 2G8,Canada,North America,3/29/1971,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,$5.82 ,$12.66 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
414015,1,2/18/2016,20160225,1849306,0,2250,2,USD,Male,Chad Coon,East Lansing,MI,Michigan,48823,United States,North America,8/15/1984,WWI Wall Lamp E215 Silver,Wide World Importers,Silver,$61.17 ,$119.99 ,806,Lamps,8,Home Appliances,0
414016,1,2/18/2016,20160228,574956,0,1816,1,EUR,Male,Paul Keller,Hamburg Poppenbüttel,HH,Hamburg,22399,Germany,Europe,4/5/1944,MGS Age of Empires II Gold Edition2009 E172,Tailspin Toys,Blue,$16.31 ,$32.00 ,702,Download Games,7,Games and Toys,0
414016,2,2/18/2016,20160228,574956,0,1672,4,EUR,Male,Paul Keller,Hamburg Poppenbüttel,HH,Hamburg,22399,Germany,Europe,4/5/1944,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Black,$5.60 ,$16.89 ,701,Boxed Games,7,Games and Toys,0
415012,1,2/19/2016,20160227,390781,0,1991,1,CAD,Male,Steve Dwyer,Montreal,QC,Quebec,H4J 1M9,Canada,North America,10/27/1956,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Silver,$82.77 ,$179.99 ,803,Microwaves,8,Home Appliances,0
415012,2,2/19/2016,20160227,390781,0,733,3,CAD,Male,Steve Dwyer,Montreal,QC,Quebec,H4J 1M9,Canada,North America,10/27/1956,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,Green,$72.66 ,$158.00 ,306,"Printers, Scanners & Fax",3,Computers,0
415012,3,2/19/2016,20160227,390781,0,429,2,CAD,Male,Steve Dwyer,Montreal,QC,Quebec,H4J 1M9,Canada,North America,10/27/1956,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Brown,$275.87 ,$599.90 ,303,Desktops,3,Computers,0
415012,4,2/19/2016,20160227,390781,0,1637,1,CAD,Male,Steve Dwyer,Montreal,QC,Quebec,H4J 1M9,Canada,North America,10/27/1956,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
415016,1,2/19/2016,20160301,38613,0,1766,1,AUD,Male,Hamish Mason,Tacoma,NSW,New South Wales,2259,Australia,Australia,3/16/1988,MGS Age of Empires 2008new M420,Tailspin Toys,Black,$24.83 ,$54.00 ,702,Download Games,7,Games and Toys,0
415016,2,2/19/2016,20160301,38613,0,1640,3,AUD,Male,Hamish Mason,Tacoma,NSW,New South Wales,2259,Australia,Australia,3/16/1988,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Red,$7.58 ,$22.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
416000,1,2/20/2016,20160227,1566584,0,960,1,USD,Female,Lisa Ryan,Seattle,WA,Washington,98101,United States,North America,7/15/1946,A. Datum Slim Digital Camera M180 Grey,A. Datum,Grey,$68.06 ,$148.00 ,401,Digital Cameras,4,Cameras and camcorders,0
416000,2,2/20/2016,20160227,1566584,0,293,1,USD,Female,Lisa Ryan,Seattle,WA,Washington,98101,United States,North America,7/15/1946,SV Car Video LCD7W M7081 Black,Southridge Video,Black,$229.47 ,$499.00 ,205,Car Video,2,TV and Video,0
416001,1,2/20/2016,20160226,1076623,0,438,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Silver,$304.48 ,$919.00 ,303,Desktops,3,Computers,0
416001,2,2/20/2016,20160226,1076623,0,1772,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,Tailspin Toys,Blue,$17.33 ,$34.00 ,702,Download Games,7,Games and Toys,0
416007,1,2/20/2016,20160301,413117,0,182,3,EUR,Male,Torsten Himmel,Fahren,SH,Schleswig-Holstein,24253,Germany,Europe,7/28/1968,SV 16xDVD M320 Silver,Southridge Video,Silver,$54.72 ,$119.00 ,202,VCD & DVD,2,TV and Video,0
416007,2,2/20/2016,20160301,413117,0,419,8,EUR,Male,Torsten Himmel,Fahren,SH,Schleswig-Holstein,24253,Germany,Europe,7/28/1968,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,$188.13 ,$369.00 ,303,Desktops,3,Computers,0
416009,1,2/20/2016,20160228,1202046,0,2143,2,USD,Male,Scott Webb,Walnut Creek,CA,California,94596,United States,North America,12/13/1993,Adventure Works Coffee Maker Auto 5C E090 Black,Adventure Works,Black,$83.10 ,$163.00 ,805,Coffee Machines,8,Home Appliances,0
416009,2,2/20/2016,20160228,1202046,0,2038,5,USD,Male,Scott Webb,Walnut Creek,CA,California,94596,United States,North America,12/13/1993,Litware Microwave 2.2CuFt M125 Red,Litware,Red,$91.97 ,$199.99 ,803,Microwaves,8,Home Appliances,0
416009,3,2/20/2016,20160228,1202046,0,65,1,USD,Male,Scott Webb,Walnut Creek,CA,California,94596,United States,North America,12/13/1993,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Purple,$83.24 ,$181.00 ,104,Recording Pen,1,Audio,0
416012,1,2/20/2016,20160303,446470,0,2152,2,EUR,Male,Jan Eichmann,Merzalben,RP,Rheinland-Pfalz,66978,Germany,Europe,8/27/2000,Adventure Works Coffee Maker Super-Auto 12C X125 White,Adventure Works,White,$546.68 ,"$1,650.00 ",805,Coffee Machines,8,Home Appliances,0
416015,1,2/20/2016,20160229,723572,0,296,1,EUR,Male,Gaspare Trevisan,Galdo Degli Alburni,SA,Salerno,84030,Italy,Europe,7/18/1991,SV Car Video TFT6.2W E6281 Black,Southridge Video,Black,$132.05 ,$259.00 ,205,Car Video,2,TV and Video,0
416015,2,2/20/2016,20160229,723572,0,424,7,EUR,Male,Gaspare Trevisan,Galdo Degli Alburni,SA,Salerno,84030,Italy,Europe,7/18/1991,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,$137.63 ,$269.95 ,303,Desktops,3,Computers,0
416015,3,2/20/2016,20160229,723572,0,417,6,EUR,Male,Gaspare Trevisan,Galdo Degli Alburni,SA,Salerno,84030,Italy,Europe,7/18/1991,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,$275.46 ,$599.00 ,303,Desktops,3,Computers,0
416015,4,2/20/2016,20160229,723572,0,146,2,EUR,Male,Gaspare Trevisan,Galdo Degli Alburni,SA,Salerno,84030,Italy,Europe,7/18/1991,"Adventure Works 52"" LCD HDTV X590 Black",Adventure Works,Black,$960.82 ,"$2,899.99 ",201,Televisions,2,TV and Video,0
416024,1,2/20/2016,20160302,1382226,0,610,4,USD,Male,Edward Parmer,Laurinburg,NC,North Carolina,28352,United States,North America,1/6/1969,Contoso Screen 80in E080 Silver,Contoso,Silver,$55.57 ,$109.00 ,305,Projectors & Screens,3,Computers,0
418001,1,2/22/2016,20160303,990554,0,419,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,$188.13 ,$369.00 ,303,Desktops,3,Computers,0
418001,2,2/22/2016,20160303,990554,0,1992,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Fabrikam Microwave 1.0CuFt E1100 Silver,Fabrikam,Silver,$71.37 ,$139.99 ,803,Microwaves,8,Home Appliances,0
418001,3,2/22/2016,20160303,990554,0,1699,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,SV Hand Games men M30 Red,Southridge Video,Red,$3.16 ,$6.88 ,701,Boxed Games,7,Games and Toys,0
418002,1,2/22/2016,20160301,2013268,0,460,1,USD,Female,Ankica imic,Pittsburgh,PA,Pennsylvania,15201,United States,North America,1/13/1941,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,$152.90 ,$299.90 ,303,Desktops,3,Computers,0
